"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"New Milford","0900552630","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.05
"New Milford","0900552630","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",17.28
"New Milford","0900552630","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.22
"New Milford","0900552630","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",82.72
"New Milford","0900552630","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Milford","0900552630","2013-2017","All","All","Number","Margins of Error",283
"New Milford","0900552630","2013-2017","Living with One Parent","All","Number","Margins of Error",254.23
"New Milford","0900552630","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",59.1
"New Milford","0900552630","2013-2017","Living with Two Parents","All","Number","Margins of Error",418.14
"New Milford","0900552630","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",31.11
"New Milford","0900552630","2013-2017","All","All","Number","Non-Working Parents",5246
"New Milford","0900552630","2013-2017","Living with One Parent","All","Number","Non-Working Parents",899
"New Milford","0900552630","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",65
"New Milford","0900552630","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",4347
"New Milford","0900552630","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Milford","0900552630","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.05
"New Milford","0900552630","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.07
"New Milford","0900552630","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",17.14
"New Milford","0900552630","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.24
"New Milford","0900552630","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",82.86
"New Milford","0900552630","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Milford","0900552630","2014-2018","All","All","Number","Margins of Error",323
"New Milford","0900552630","2014-2018","Living with One Parent","All","Number","Margins of Error",205.87
"New Milford","0900552630","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",68.34
"New Milford","0900552630","2014-2018","Living with Two Parents","All","Number","Margins of Error",502.57
"New Milford","0900552630","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",32.53
"New Milford","0900552630","2014-2018","All","All","Number","Non-Working Parents",5032
"New Milford","0900552630","2014-2018","Living with One Parent","All","Number","Non-Working Parents",784
"New Milford","0900552630","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",78
"New Milford","0900552630","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",4248
"New Milford","0900552630","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Milford","0900552630","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.04
"New Milford","0900552630","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.08
"New Milford","0900552630","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",15.58
"New Milford","0900552630","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.55
"New Milford","0900552630","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",84.42
"New Milford","0900552630","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Milford","0900552630","2015-2019","All","All","Number","Margins of Error",286
"New Milford","0900552630","2015-2019","Living with One Parent","All","Number","Margins of Error",300.53
"New Milford","0900552630","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",56.89
"New Milford","0900552630","2015-2019","Living with Two Parents","All","Number","Margins of Error",451.07
"New Milford","0900552630","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",29.83
"New Milford","0900552630","2015-2019","All","All","Number","Non-Working Parents",5133
"New Milford","0900552630","2015-2019","Living with One Parent","All","Number","Non-Working Parents",987
"New Milford","0900552630","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",57
"New Milford","0900552630","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",4146
"New Milford","0900552630","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",13
"New Milford","0900552630","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.06
"New Milford","0900552630","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.08
"New Milford","0900552630","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"New Milford","0900552630","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",19.23
"New Milford","0900552630","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.11
"New Milford","0900552630","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",80.77
"New Milford","0900552630","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.25
"Newington","0900352140","2006-2010","All","All","Number","Margins of Error",389
"Newington","0900352140","2006-2010","Living with One Parent","All","Number","Margins of Error",256.28
"Newington","0900352140","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",137.48
"Newington","0900352140","2006-2010","Living with Two Parents","All","Number","Margins of Error",451.4
"Newington","0900352140","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",39.82
"Newington","0900352140","2006-2010","All","All","Number","Non-Working Parents",5942
"Newington","0900352140","2006-2010","Living with One Parent","All","Number","Non-Working Parents",1147
"Newington","0900352140","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",108
"Newington","0900352140","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",4795
"Newington","0900352140","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",35
"Newington","0900352140","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.04
"Newington","0900352140","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newington","0900352140","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.05
"Newington","0900352140","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",19.3
"Newington","0900352140","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.82
"Newington","0900352140","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",80.7
"Newington","0900352140","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.59
"Newington","0900352140","2007-2011","All","All","Number","Margins of Error",358
"Newington","0900352140","2007-2011","Living with One Parent","All","Number","Margins of Error",284.43
"Newington","0900352140","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",107.95
"Newington","0900352140","2007-2011","Living with Two Parents","All","Number","Margins of Error",425.23
"Newington","0900352140","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",94.59
"Newington","0900352140","2007-2011","All","All","Number","Non-Working Parents",5770
"Newington","0900352140","2007-2011","Living with One Parent","All","Number","Non-Working Parents",1494
"Newington","0900352140","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",106
"Newington","0900352140","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",4276
"Newington","0900352140","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",14
"Newington","0900352140","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.05
"Newington","0900352140","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newington","0900352140","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"Newington","0900352140","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",25.89
"Newington","0900352140","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.84
"Newington","0900352140","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",74.11
"Newington","0900352140","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.24
"Newington","0900352140","2008-2012","All","All","Number","Margins of Error",348
"Newington","0900352140","2008-2012","Living with One Parent","All","Number","Margins of Error",314.39
"Newington","0900352140","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",59.82
"Newington","0900352140","2008-2012","Living with Two Parents","All","Number","Margins of Error",431.83
"Newington","0900352140","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",36.77
"Newington","0900352140","2008-2012","All","All","Number","Non-Working Parents",5629
"Newington","0900352140","2008-2012","Living with One Parent","All","Number","Non-Working Parents",1462
"Newington","0900352140","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",93
"Newington","0900352140","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",4167
"Newington","0900352140","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Newington","0900352140","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.05
"Newington","0900352140","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",25.97
"Newington","0900352140","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.65
"Newington","0900352140","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",74.03
"Newington","0900352140","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Newington","0900352140","2009-2013","All","All","Number","Margins of Error",325
"Newington","0900352140","2009-2013","Living with One Parent","All","Number","Margins of Error",306.49
"Newington","0900352140","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",65.89
"Newington","0900352140","2009-2013","Living with Two Parents","All","Number","Margins of Error",389.68
"Newington","0900352140","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",44.65
"Newington","0900352140","2009-2013","All","All","Number","Non-Working Parents",5430
"Newington","0900352140","2009-2013","Living with One Parent","All","Number","Non-Working Parents",1456
"Newington","0900352140","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",92
"Newington","0900352140","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",3974
"Newington","0900352140","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",25
"Newington","0900352140","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.05
"Newington","0900352140","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",26.81
"Newington","0900352140","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.69
"Newington","0900352140","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",73.19
"Newington","0900352140","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.46
"Newington","0900352140","2010-2014","All","All","Number","Margins of Error",256
"Newington","0900352140","2010-2014","Living with One Parent","All","Number","Margins of Error",285.16
"Newington","0900352140","2010-2014","Living with One Parent","Not in Work Force","Number","Margins of Error",65.57
"Newington","0900352140","2010-2014","Living with Two Parents","All","Number","Margins of Error",350.26
"Newington","0900352140","2010-2014","Living with Two Parents","Not in Work Force","Number","Margins of Error",54.12
"Newington","0900352140","2010-2014","All","All","Number","Non-Working Parents",5529
"Newington","0900352140","2010-2014","Living with One Parent","All","Number","Non-Working Parents",1387
"Newington","0900352140","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",100
"Newington","0900352140","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",4142
"Newington","0900352140","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",33
"Newington","0900352140","2010-2014","Living with One Parent","All","Percent","Margins of Error",0.05
"Newington","0900352140","2010-2014","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2010-2014","Living with Two Parents","All","Percent","Margins of Error",0.05
"Newington","0900352140","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",25.09
"Newington","0900352140","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.81
"Newington","0900352140","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",74.91
"Newington","0900352140","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.6
"Newington","0900352140","2011-2015","All","All","Number","Margins of Error",297
"Newington","0900352140","2011-2015","Living with One Parent","All","Number","Margins of Error",246.59
"Newington","0900352140","2011-2015","Living with One Parent","Not in Work Force","Number","Margins of Error",71.15
"Newington","0900352140","2011-2015","Living with Two Parents","All","Number","Margins of Error",413.53
"Newington","0900352140","2011-2015","Living with Two Parents","Not in Work Force","Number","Margins of Error",48.3
"Newington","0900352140","2011-2015","All","All","Number","Non-Working Parents",5413
"Newington","0900352140","2011-2015","Living with One Parent","All","Number","Non-Working Parents",1306
"Newington","0900352140","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",76
"Newington","0900352140","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",4107
"Newington","0900352140","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",51
"Newington","0900352140","2011-2015","Living with One Parent","All","Percent","Margins of Error",0.04
"Newington","0900352140","2011-2015","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2011-2015","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",24.13
"Newington","0900352140","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.4
"Newington","0900352140","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",75.87
"Newington","0900352140","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.94
"Newington","0900352140","2012-2016","All","All","Number","Margins of Error",304
"Newington","0900352140","2012-2016","Living with One Parent","All","Number","Margins of Error",253
"Newington","0900352140","2012-2016","Living with One Parent","Not in Work Force","Number","Margins of Error",82.89
"Newington","0900352140","2012-2016","Living with Two Parents","All","Number","Margins of Error",452.38
"Newington","0900352140","2012-2016","Living with Two Parents","Not in Work Force","Number","Margins of Error",48.02
"Newington","0900352140","2012-2016","All","All","Number","Non-Working Parents",5535
"Newington","0900352140","2012-2016","Living with One Parent","All","Number","Non-Working Parents",1242
"Newington","0900352140","2012-2016","Living with One Parent","Not in Work Force","Number","Non-Working Parents",108
"Newington","0900352140","2012-2016","Living with Two Parents","All","Number","Non-Working Parents",4293
"Newington","0900352140","2012-2016","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",46
"Newington","0900352140","2012-2016","Living with One Parent","All","Percent","Margins of Error",0.04
"Newington","0900352140","2012-2016","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.07
"Newington","0900352140","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",22.44
"Newington","0900352140","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.95
"Newington","0900352140","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",77.56
"Newington","0900352140","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.83
"Newington","0900352140","2013-2017","All","All","Number","Margins of Error",294
"Newington","0900352140","2013-2017","Living with One Parent","All","Number","Margins of Error",238.92
"Newington","0900352140","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",71.04
"Newington","0900352140","2013-2017","Living with Two Parents","All","Number","Margins of Error",422.03
"Newington","0900352140","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",45.18
"Newington","0900352140","2013-2017","All","All","Number","Non-Working Parents",5661
"Newington","0900352140","2013-2017","Living with One Parent","All","Number","Non-Working Parents",1157
"Newington","0900352140","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",99
"Newington","0900352140","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",4504
"Newington","0900352140","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",45
"Newington","0900352140","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.04
"Newington","0900352140","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",20.44
"Newington","0900352140","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.75
"Newington","0900352140","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",79.56
"Newington","0900352140","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.79
"Newington","0900352140","2014-2018","All","All","Number","Margins of Error",348
"Newington","0900352140","2014-2018","Living with One Parent","All","Number","Margins of Error",246.43
"Newington","0900352140","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",99.08
"Newington","0900352140","2014-2018","Living with Two Parents","All","Number","Margins of Error",431.17
"Newington","0900352140","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",28.18
"Newington","0900352140","2014-2018","All","All","Number","Non-Working Parents",5440
"Newington","0900352140","2014-2018","Living with One Parent","All","Number","Non-Working Parents",1294
"Newington","0900352140","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",178
"Newington","0900352140","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",4146
"Newington","0900352140","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",22
"Newington","0900352140","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.04
"Newington","0900352140","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newington","0900352140","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",23.79
"Newington","0900352140","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.27
"Newington","0900352140","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",76.21
"Newington","0900352140","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.4
"Newington","0900352140","2015-2019","All","All","Number","Margins of Error",314
"Newington","0900352140","2015-2019","Living with One Parent","All","Number","Margins of Error",239.52
"Newington","0900352140","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",92.49
"Newington","0900352140","2015-2019","Living with Two Parents","All","Number","Margins of Error",387.92
"Newington","0900352140","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",31.3
"Newington","0900352140","2015-2019","All","All","Number","Non-Working Parents",5232
"Newington","0900352140","2015-2019","Living with One Parent","All","Number","Non-Working Parents",1221
"Newington","0900352140","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",140
"Newington","0900352140","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",4011
"Newington","0900352140","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",27
"Newington","0900352140","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.04
"Newington","0900352140","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newington","0900352140","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newington","0900352140","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newington","0900352140","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",23.34
"Newington","0900352140","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.68
"Newington","0900352140","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",76.66
"Newington","0900352140","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.52
"Newtown","0900152980","2006-2010","All","All","Number","Margins of Error",307
"Newtown","0900152980","2006-2010","Living with One Parent","All","Number","Margins of Error",231.74
"Newtown","0900152980","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",196.06
"Newtown","0900152980","2006-2010","Living with Two Parents","All","Number","Margins of Error",383.22
"Newtown","0900152980","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",128.16
"Newtown","0900152980","2006-2010","All","All","Number","Non-Working Parents",7321
"Newtown","0900152980","2006-2010","Living with One Parent","All","Number","Non-Working Parents",746
"Newtown","0900152980","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",149
"Newtown","0900152980","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",6575
"Newtown","0900152980","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",25
"Newtown","0900152980","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"Newtown","0900152980","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.04
"Newtown","0900152980","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",10.19
"Newtown","0900152980","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.04
"Newtown","0900152980","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",89.81
"Newtown","0900152980","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.34
"Newtown","0900152980","2007-2011","All","All","Number","Margins of Error",280
"Newtown","0900152980","2007-2011","Living with One Parent","All","Number","Margins of Error",217.91
"Newtown","0900152980","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",152.34
"Newtown","0900152980","2007-2011","Living with Two Parents","All","Number","Margins of Error",445.31
"Newtown","0900152980","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",99.16
"Newtown","0900152980","2007-2011","All","All","Number","Non-Working Parents",7505
"Newtown","0900152980","2007-2011","Living with One Parent","All","Number","Non-Working Parents",668
"Newtown","0900152980","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",115
"Newtown","0900152980","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",6837
"Newtown","0900152980","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",27
"Newtown","0900152980","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.05
"Newtown","0900152980","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",8.9
"Newtown","0900152980","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.53
"Newtown","0900152980","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",91.1
"Newtown","0900152980","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.36
"Newtown","0900152980","2008-2012","All","All","Number","Margins of Error",322
"Newtown","0900152980","2008-2012","Living with One Parent","All","Number","Margins of Error",223.61
"Newtown","0900152980","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",81.57
"Newtown","0900152980","2008-2012","Living with Two Parents","All","Number","Margins of Error",361.09
"Newtown","0900152980","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",43.57
"Newtown","0900152980","2008-2012","All","All","Number","Non-Working Parents",7396
"Newtown","0900152980","2008-2012","Living with One Parent","All","Number","Non-Working Parents",598
"Newtown","0900152980","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",98
"Newtown","0900152980","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",6798
"Newtown","0900152980","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",27
"Newtown","0900152980","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",8.09
"Newtown","0900152980","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.33
"Newtown","0900152980","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",91.91
"Newtown","0900152980","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.37
"Newtown","0900152980","2009-2013","All","All","Number","Margins of Error",372
"Newtown","0900152980","2009-2013","Living with One Parent","All","Number","Margins of Error",231.35
"Newtown","0900152980","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",124.99
"Newtown","0900152980","2009-2013","Living with Two Parents","All","Number","Margins of Error",349.09
"Newtown","0900152980","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",38.83
"Newtown","0900152980","2009-2013","All","All","Number","Non-Working Parents",6966
"Newtown","0900152980","2009-2013","Living with One Parent","All","Number","Non-Working Parents",852
"Newtown","0900152980","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",157
"Newtown","0900152980","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",6114
"Newtown","0900152980","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",22
"Newtown","0900152980","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.02
"Newtown","0900152980","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",12.23
"Newtown","0900152980","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.25
"Newtown","0900152980","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",87.77
"Newtown","0900152980","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.32
"Newtown","0900152980","2010-2014","All","All","Number","Margins of Error",300
"Newtown","0900152980","2010-2014","Living with One Parent","All","Number","Margins of Error",244.62
"Newtown","0900152980","2010-2014","Living with One Parent","Not in Work Force","Number","Margins of Error",126.54
"Newtown","0900152980","2010-2014","Living with Two Parents","All","Number","Margins of Error",372.48
"Newtown","0900152980","2010-2014","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.63
"Newtown","0900152980","2010-2014","All","All","Number","Non-Working Parents",7110
"Newtown","0900152980","2010-2014","Living with One Parent","All","Number","Non-Working Parents",925
