"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"New Britain","0900350440","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Britain","0900350440","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"New Britain","0900350440","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",57.92
"New Britain","0900350440","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",12.75
"New Britain","0900350440","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",42.08
"New Britain","0900350440","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.08
"New Britain","0900350440","2010-2014","All","All","Number","Margin of Error",769.64
"New Britain","0900350440","2010-2014","Living with One Parent","All","Number","Margin of Error",692.4
"New Britain","0900350440","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",386.86
"New Britain","0900350440","2010-2014","Living with Two Parents","All","Number","Margin of Error",726.94
"New Britain","0900350440","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",58
"New Britain","0900350440","2010-2014","All","All","Number","Non-Working Parents",15869
"New Britain","0900350440","2010-2014","Living with One Parent","All","Number","Non-Working Parents",9114
"New Britain","0900350440","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",2023
"New Britain","0900350440","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",6755
"New Britain","0900350440","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",70
"New Britain","0900350440","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.03
"New Britain","0900350440","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Britain","0900350440","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.04
"New Britain","0900350440","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"New Britain","0900350440","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",57.43
"New Britain","0900350440","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",12.75
"New Britain","0900350440","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",42.57
"New Britain","0900350440","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.44
"New Britain","0900350440","2011-2015","All","All","Number","Margin of Error",801.03
"New Britain","0900350440","2011-2015","Living with One Parent","All","Number","Margin of Error",742.12
"New Britain","0900350440","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",359.8
"New Britain","0900350440","2011-2015","Living with Two Parents","All","Number","Margin of Error",688.94
"New Britain","0900350440","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",75.17
"New Britain","0900350440","2011-2015","All","All","Number","Non-Working Parents",16129
"New Britain","0900350440","2011-2015","Living with One Parent","All","Number","Non-Working Parents",9259
"New Britain","0900350440","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",2219
"New Britain","0900350440","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",6870
"New Britain","0900350440","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",103
"New Britain","0900350440","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.04
"New Britain","0900350440","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Britain","0900350440","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.04
"New Britain","0900350440","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"New Britain","0900350440","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",57.41
"New Britain","0900350440","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",13.76
"New Britain","0900350440","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",42.59
"New Britain","0900350440","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.64
"New Canaan","0900150580","2006-2010","All","All","Number","Margin of Error",368.45
"New Canaan","0900150580","2006-2010","Living with One Parent","All","Number","Margin of Error",207.33
"New Canaan","0900150580","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",217.34
"New Canaan","0900150580","2006-2010","Living with Two Parents","All","Number","Margin of Error",404.65
"New Canaan","0900150580","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",134.74
"New Canaan","0900150580","2006-2010","All","All","Number","Non-Working Parents",6413
"New Canaan","0900150580","2006-2010","Living with One Parent","All","Number","Non-Working Parents",538
"New Canaan","0900150580","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",36
"New Canaan","0900150580","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",5875
"New Canaan","0900150580","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",61
"New Canaan","0900150580","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.03
"New Canaan","0900150580","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Canaan","0900150580","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"New Canaan","0900150580","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",8.39
"New Canaan","0900150580","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.56
"New Canaan","0900150580","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",91.61
"New Canaan","0900150580","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.95
"New Canaan","0900150580","2007-2011","All","All","Number","Margin of Error",404.96
"New Canaan","0900150580","2007-2011","Living with One Parent","All","Number","Margin of Error",251.41
"New Canaan","0900150580","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",162.73
"New Canaan","0900150580","2007-2011","Living with Two Parents","All","Number","Margin of Error",379.89
"New Canaan","0900150580","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",173.73
"New Canaan","0900150580","2007-2011","All","All","Number","Non-Working Parents",6301
"New Canaan","0900150580","2007-2011","Living with One Parent","All","Number","Non-Working Parents",673
"New Canaan","0900150580","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",20
"New Canaan","0900150580","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",5628
"New Canaan","0900150580","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",248
"New Canaan","0900150580","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.04
"New Canaan","0900150580","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.02
"New Canaan","0900150580","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",10.68
"New Canaan","0900150580","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.32
"New Canaan","0900150580","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",89.32
"New Canaan","0900150580","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",3.94
"New Canaan","0900150580","2008-2012","All","All","Number","Margin of Error",428.05
"New Canaan","0900150580","2008-2012","Living with One Parent","All","Number","Margin of Error",289.87
"New Canaan","0900150580","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",135.55
"New Canaan","0900150580","2008-2012","Living with Two Parents","All","Number","Margin of Error",411.61
"New Canaan","0900150580","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",167.03
"New Canaan","0900150580","2008-2012","All","All","Number","Non-Working Parents",6481
"New Canaan","0900150580","2008-2012","Living with One Parent","All","Number","Non-Working Parents",771
"New Canaan","0900150580","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",116
"New Canaan","0900150580","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",5710
"New Canaan","0900150580","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",206
"New Canaan","0900150580","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.04
"New Canaan","0900150580","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Canaan","0900150580","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Canaan","0900150580","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",11.9
"New Canaan","0900150580","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.79
"New Canaan","0900150580","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",88.1
"New Canaan","0900150580","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",3.18
"New Canaan","0900150580","2009-2013","All","All","Number","Margin of Error",392.05
"New Canaan","0900150580","2009-2013","Living with One Parent","All","Number","Margin of Error",243.52
"New Canaan","0900150580","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",144.87
"New Canaan","0900150580","2009-2013","Living with Two Parents","All","Number","Margin of Error",416.4
"New Canaan","0900150580","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",172.15
"New Canaan","0900150580","2009-2013","All","All","Number","Non-Working Parents",6356
"New Canaan","0900150580","2009-2013","Living with One Parent","All","Number","Non-Working Parents",637
"New Canaan","0900150580","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",187
"New Canaan","0900150580","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",5719
"New Canaan","0900150580","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",251
"New Canaan","0900150580","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.04
"New Canaan","0900150580","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Canaan","0900150580","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Canaan","0900150580","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",10.02
"New Canaan","0900150580","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.94
"New Canaan","0900150580","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",89.98
"New Canaan","0900150580","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",3.95
"New Canaan","0900150580","2010-2014","All","All","Number","Margin of Error",397.84
"New Canaan","0900150580","2010-2014","Living with One Parent","All","Number","Margin of Error",242.14
"New Canaan","0900150580","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",113.39
"New Canaan","0900150580","2010-2014","Living with Two Parents","All","Number","Margin of Error",369.2
"New Canaan","0900150580","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",197.59
"New Canaan","0900150580","2010-2014","All","All","Number","Non-Working Parents",6351
"New Canaan","0900150580","2010-2014","Living with One Parent","All","Number","Non-Working Parents",661
"New Canaan","0900150580","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",151
"New Canaan","0900150580","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",5690
"New Canaan","0900150580","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",274
"New Canaan","0900150580","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.04
"New Canaan","0900150580","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Canaan","0900150580","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.02
"New Canaan","0900150580","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",10.41
"New Canaan","0900150580","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.38
"New Canaan","0900150580","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",89.59
"New Canaan","0900150580","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",4.31
"New Canaan","0900150580","2011-2015","All","All","Number","Margin of Error",428.63
"New Canaan","0900150580","2011-2015","Living with One Parent","All","Number","Margin of Error",265.24
"New Canaan","0900150580","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",97.3
"New Canaan","0900150580","2011-2015","Living with Two Parents","All","Number","Margin of Error",413.96
"New Canaan","0900150580","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",186.6
"New Canaan","0900150580","2011-2015","All","All","Number","Non-Working Parents",6407
"New Canaan","0900150580","2011-2015","Living with One Parent","All","Number","Non-Working Parents",718
"New Canaan","0900150580","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",147
"New Canaan","0900150580","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",5689
"New Canaan","0900150580","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",340
"New Canaan","0900150580","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.04
"New Canaan","0900150580","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Canaan","0900150580","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Canaan","0900150580","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Canaan","0900150580","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",11.21
"New Canaan","0900150580","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.29
"New Canaan","0900150580","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",88.79
"New Canaan","0900150580","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",5.31
"New Fairfield","0900150860","2006-2010","All","All","Number","Margin of Error",291.82
"New Fairfield","0900150860","2006-2010","Living with One Parent","All","Number","Margin of Error",188.16
"New Fairfield","0900150860","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",214.39
"New Fairfield","0900150860","2006-2010","Living with Two Parents","All","Number","Margin of Error",296.51
"New Fairfield","0900150860","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",124.46
"New Fairfield","0900150860","2006-2010","All","All","Number","Non-Working Parents",3756
"New Fairfield","0900150860","2006-2010","Living with One Parent","All","Number","Non-Working Parents",447
"New Fairfield","0900150860","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",21
"New Fairfield","0900150860","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",3309
"New Fairfield","0900150860","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",12
"New Fairfield","0900150860","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.05
"New Fairfield","0900150860","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.06
"New Fairfield","0900150860","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.04
"New Fairfield","0900150860","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Fairfield","0900150860","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",11.9
"New Fairfield","0900150860","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.56
"New Fairfield","0900150860","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",88.1
"New Fairfield","0900150860","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.32
"New Fairfield","0900150860","2007-2011","All","All","Number","Margin of Error",291.51
"New Fairfield","0900150860","2007-2011","Living with One Parent","All","Number","Margin of Error",156.34
"New Fairfield","0900150860","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",160.25
"New Fairfield","0900150860","2007-2011","Living with Two Parents","All","Number","Margin of Error",298.3
"New Fairfield","0900150860","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",93.56
"New Fairfield","0900150860","2007-2011","All","All","Number","Non-Working Parents",3705
"New Fairfield","0900150860","2007-2011","Living with One Parent","All","Number","Non-Working Parents",415
"New Fairfield","0900150860","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",10
"New Fairfield","0900150860","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",3290
"New Fairfield","0900150860","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",11
"New Fairfield","0900150860","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.04
"New Fairfield","0900150860","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.04
"New Fairfield","0900150860","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.04
"New Fairfield","0900150860","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"New Fairfield","0900150860","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",11.2
"New Fairfield","0900150860","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.27
"New Fairfield","0900150860","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",88.8
"New Fairfield","0900150860","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.3
"New Fairfield","0900150860","2008-2012","All","All","Number","Margin of Error",269.01
"New Fairfield","0900150860","2008-2012","Living with One Parent","All","Number","Margin of Error",123.46
"New Fairfield","0900150860","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",35.03
"New Fairfield","0900150860","2008-2012","Living with Two Parents","All","Number","Margin of Error",278.74
"New Fairfield","0900150860","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",27.59
"New Fairfield","0900150860","2008-2012","All","All","Number","Non-Working Parents",3579
"New Fairfield","0900150860","2008-2012","Living with One Parent","All","Number","Non-Working Parents",381
"New Fairfield","0900150860","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",7
"New Fairfield","0900150860","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",3198
"New Fairfield","0900150860","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",12
"New Fairfield","0900150860","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.03
"New Fairfield","0900150860","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.04
"New Fairfield","0900150860","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",10.65
"New Fairfield","0900150860","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.2
"New Fairfield","0900150860","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",89.35
"New Fairfield","0900150860","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.34
"New Fairfield","0900150860","2009-2013","All","All","Number","Margin of Error",281.2
"New Fairfield","0900150860","2009-2013","Living with One Parent","All","Number","Margin of Error",175.76
"New Fairfield","0900150860","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",34.39
"New Fairfield","0900150860","2009-2013","Living with Two Parents","All","Number","Margin of Error",268.22
"New Fairfield","0900150860","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",31.4
"New Fairfield","0900150860","2009-2013","All","All","Number","Non-Working Parents",3456
"New Fairfield","0900150860","2009-2013","Living with One Parent","All","Number","Non-Working Parents",467
"New Fairfield","0900150860","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",6
"New Fairfield","0900150860","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",2989
"New Fairfield","0900150860","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",23
"New Fairfield","0900150860","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.05
"New Fairfield","0900150860","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Fairfield","0900150860","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",13.51
"New Fairfield","0900150860","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.17
"New Fairfield","0900150860","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",86.49
"New Fairfield","0900150860","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.67
"New Fairfield","0900150860","2010-2014","All","All","Number","Margin of Error",294.39
"New Fairfield","0900150860","2010-2014","Living with One Parent","All","Number","Margin of Error",223.51
"New Fairfield","0900150860","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",35.03
"New Fairfield","0900150860","2010-2014","Living with Two Parents","All","Number","Margin of Error",299.29
"New Fairfield","0900150860","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.17
"New Fairfield","0900150860","2010-2014","All","All","Number","Non-Working Parents",3464
"New Fairfield","0900150860","2010-2014","Living with One Parent","All","Number","Non-Working Parents",598
"New Fairfield","0900150860","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",7
"New Fairfield","0900150860","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",2866
"New Fairfield","0900150860","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",12
"New Fairfield","0900150860","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.06
"New Fairfield","0900150860","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.05
"New Fairfield","0900150860","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",17.26
"New Fairfield","0900150860","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.2
"New Fairfield","0900150860","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",82.74
"New Fairfield","0900150860","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.35
"New Fairfield","0900150860","2011-2015","All","All","Number","Margin of Error",307.38
"New Fairfield","0900150860","2011-2015","Living with One Parent","All","Number","Margin of Error",202.56
"New Fairfield","0900150860","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",34.7
"New Fairfield","0900150860","2011-2015","Living with Two Parents","All","Number","Margin of Error",322.67
"New Fairfield","0900150860","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.84
"New Fairfield","0900150860","2011-2015","All","All","Number","Non-Working Parents",3239
"New Fairfield","0900150860","2011-2015","Living with One Parent","All","Number","Non-Working Parents",542
"New Fairfield","0900150860","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",7
"New Fairfield","0900150860","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",2697
"New Fairfield","0900150860","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",10
"New Fairfield","0900150860","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.06
"New Fairfield","0900150860","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.06
"New Fairfield","0900150860","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Fairfield","0900150860","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",16.73
"New Fairfield","0900150860","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.22
"New Fairfield","0900150860","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",83.27
"New Fairfield","0900150860","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.31
"New Hartford","0900551350","2006-2010","All","All","Number","Margin of Error",244.08
"New Hartford","0900551350","2006-2010","Living with One Parent","All","Number","Margin of Error",167.26
"New Hartford","0900551350","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",246
"New Hartford","0900551350","2006-2010","Living with Two Parents","All","Number","Margin of Error",218.69
"New Hartford","0900551350","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",173.95
"New Hartford","0900551350","2006-2010","All","All","Number","Non-Working Parents",1604
"New Hartford","0900551350","2006-2010","Living with One Parent","All","Number","Non-Working Parents",341
"New Hartford","0900551350","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",1263
"New Hartford","0900551350","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.1
"New Hartford","0900551350","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.15
"New Hartford","0900551350","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.07
"New Hartford","0900551350","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.11
"New Hartford","0900551350","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",21.26
"New Hartford","0900551350","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",78.74
"New Hartford","0900551350","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2007-2011","All","All","Number","Margin of Error",208.7
"New Hartford","0900551350","2007-2011","Living with One Parent","All","Number","Margin of Error",119.62
"New Hartford","0900551350","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",184
"New Hartford","0900551350","2007-2011","Living with Two Parents","All","Number","Margin of Error",200.8
"New Hartford","0900551350","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",130.11
"New Hartford","0900551350","2007-2011","All","All","Number","Non-Working Parents",1516
"New Hartford","0900551350","2007-2011","Living with One Parent","All","Number","Non-Working Parents",213
"New Hartford","0900551350","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",1303
"New Hartford","0900551350","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.08
"New Hartford","0900551350","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.12
"New Hartford","0900551350","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.06
"New Hartford","0900551350","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.09
"New Hartford","0900551350","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",14.05
"New Hartford","0900551350","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",85.95
"New Hartford","0900551350","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2008-2012","All","All","Number","Margin of Error",203.91
"New Hartford","0900551350","2008-2012","Living with One Parent","All","Number","Margin of Error",124.85
"New Hartford","0900551350","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",34
"New Hartford","0900551350","2008-2012","Living with Two Parents","All","Number","Margin of Error",196.96
"New Hartford","0900551350","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"New Hartford","0900551350","2008-2012","All","All","Number","Non-Working Parents",1461
"New Hartford","0900551350","2008-2012","Living with One Parent","All","Number","Non-Working Parents",217
"New Hartford","0900551350","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",1244
"New Hartford","0900551350","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.08
"New Hartford","0900551350","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
